"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1260","Пользователь может изменить bio. Page Object - junior version","chromium","Mon Mar 03 16:35:33 GMT 2025","passed","Mon Mar 03 16:35:34 GMT 2025","Page Object ","","",""
"","1269","Пользователь может изменить bio. Page Object - junior version","chromium","Mon Mar 03 16:35:29 GMT 2025","passed","Mon Mar 03 16:35:31 GMT 2025","Builder","","",""
"","1499","Basic screenshot page","chromium","Mon Mar 03 16:35:36 GMT 2025","failed","Mon Mar 03 16:35:37 GMT 2025","Visual","","",""
"","319","Отредактировать задание PUT /todos/{id}","chromium","Mon Mar 03 16:35:26 GMT 2025","passed","Mon Mar 03 16:35:26 GMT 2025","API challenge","","",""
"","2242","Basic screenshot page with one mock","chromium","Mon Mar 03 16:35:50 GMT 2025","failed","Mon Mar 03 16:35:52 GMT 2025","Visual","","",""
"","1212","Пользователь может изменить bio. Page Object - middle version","chromium","Mon Mar 03 16:35:34 GMT 2025","passed","Mon Mar 03 16:35:36 GMT 2025","Page Object ","","",""
"","234","Получить список заданий get /challenges @API","chromium","Mon Mar 03 16:35:24 GMT 2025","failed","Mon Mar 03 16:35:24 GMT 2025","API challenge v3","","",""
"","509","Получить список заданий get /challenges @API","chromium","Mon Mar 03 16:35:21 GMT 2025","passed","Mon Mar 03 16:35:22 GMT 2025","API challenge v2","","",""
"","1329","Пользователь может изменить bio. Page Object - junior version","chromium","Mon Mar 03 16:35:27 GMT 2025","passed","Mon Mar 03 16:35:29 GMT 2025","Builder","","",""
"","1510","Basic screenshot page with mock","chromium","Mon Mar 03 16:35:48 GMT 2025","failed","Mon Mar 03 16:35:49 GMT 2025","Visual","","",""
"","1034","Basic screenshot element","chromium","Mon Mar 03 16:35:42 GMT 2025","failed","Mon Mar 03 16:35:43 GMT 2025","Visual","","",""
"","536","mocks a fruit and doesn't call api","chromium","Mon Mar 03 16:35:20 GMT 2025","passed","Mon Mar 03 16:35:21 GMT 2025","","","",""
"","676","Проверить цвет логотипа","chromium","Mon Mar 03 16:35:29 GMT 2025","passed","Mon Mar 03 16:35:29 GMT 2025","CSS","","",""
"","1192","Пользователь может изменить bio. Page Object - junior version","chromium","Mon Mar 03 16:35:31 GMT 2025","passed","Mon Mar 03 16:35:32 GMT 2025","Builder","","",""
"","6339","Пользователь может изменить bio. Page Object - junior version","Web interface","Mon Mar 03 16:35:13 GMT 2025","failed","Mon Mar 03 16:35:20 GMT 2025","Authentication","Essential features","",""
"","1719","Basic full screenshot page","chromium","Mon Mar 03 16:35:38 GMT 2025","failed","Mon Mar 03 16:35:39 GMT 2025","Visual","","",""
"","1328","Basic screenshot element with","chromium","Mon Mar 03 16:35:43 GMT 2025","failed","Mon Mar 03 16:35:45 GMT 2025","Visual","","",""
"","1209","Две фикстуры","chromium","Mon Mar 03 16:35:32 GMT 2025","passed","Mon Mar 03 16:35:33 GMT 2025","Builder","","",""
"","1288","Basic crop screenshot page","chromium","Mon Mar 03 16:35:40 GMT 2025","failed","Mon Mar 03 16:35:41 GMT 2025","Visual","","",""
"","383","Получить список заданий get /challenges","chromium","Mon Mar 03 16:35:25 GMT 2025","passed","Mon Mar 03 16:35:25 GMT 2025","API challenge","","",""
"","1579","Basic screenshot page with mask","chromium","Mon Mar 03 16:35:45 GMT 2025","failed","Mon Mar 03 16:35:47 GMT 2025","Visual","","",""
